0	57.972244
1	52.132626
2	54.071873
3	51.676731
4	50.190701
5	47.715618
6	45.369801
7	47.209927
8	49.191967
9	49.020535
10	48.002506
11	48.360970
12	44.418175
13	40.941639
14	43.585030
15	43.481590
16	43.925156
17	43.495544
18	44.804333
19	44.239388
20	44.017559
21	45.025837
22	45.303440
23	44.600880
24	44.944965
25	44.944965
26	44.377419
27	43.787979
28	43.929050
29	45.525826
30	45.614258
31	45.240398
32	44.300865
33	46.834961
34	52.595711
35	53.024780
36	53.030800
37	51.360748
38	48.735481
39	47.586758
40	50.762779
41	52.354862
42	51.945431
43	56.307026
44	55.341908
45	55.455292
46	52.669556
47	48.931435
48	47.301689
49	48.082737
50	47.967800
51	44.686607
52	44.247742
53	40.259457
54	42.429115
55	41.947155
56	41.350655
57	41.729061
58	41.436020
59	41.002647
60	44.677845
61	49.636097
62	50.739185
63	49.123207
64	47.098663
65	44.487495
66	42.781582
67	43.241302
68	41.972885
69	41.479332
70	41.877426
71	40.229340
72	40.510792
73	41.558838
74	40.701561
75	38.904137
76	40.014774
77	40.787624
78	41.572414
79	40.370686
80	42.047253
81	41.686043
82	43.535194
83	42.212669
84	43.011669
85	42.065716
86	42.438026
87	42.306057
88	41.169350
89	41.877728
90	40.852444
91	40.950500
92	41.119114
93	41.336842
94	42.031223
95	41.757202
96	42.520794
97	42.336971
98	42.984959
99	42.494423
100	43.953087
101	44.466148
102	44.212685
103	44.760361
104	45.550186
105	44.545448
106	43.996555
107	43.715981
108	44.532413
109	44.201675
110	45.859398
111	45.228313
112	44.509171
113	42.776512
114	40.874531
115	41.851906
116	42.175026
117	41.833050
118	42.465832
119	41.979321
120	40.889202
121	41.576336
122	40.751129
123	42.690598
124	43.270771
125	43.617180
126	44.357059
127	44.640305
128	44.276890
129	46.029758
130	46.667324
131	46.945210
132	44.934784
133	44.268463
134	43.501740
135	43.433052
136	45.213909
137	45.213909
138	44.528233
139	43.370281
140	45.515797
141	46.489697
142	47.673824
143	51.190723
144	57.049660
145	60.358292
146	54.369793
147	59.204002
148	57.550266
149	56.220016
150	62.681850
151	60.473965
152	57.527245
153	55.925232
154	58.609081
155	56.616417
156	49.358833
157	43.906017
158	47.289253
159	43.122322
160	48.149837
161	50.042164
162	48.710232
163	51.104496
164	53.463158
165	47.449825
166	42.739136
167	46.366871
168	44.176472
169	45.100945
